user,result,apply_dt,close_dt,update_ts,duration,description,id
kimy,通过,2018-08-14,,2019-04-14 13:09,,马来西亚男的 学历pmr 来新加坡8年 拿SP快两年 现在的年薪70K,meta/pr/2020-07-11/2019-04-14 13:09_kimy.json
咯咯,进行中,2019-04-02,2019-04-18,2019-04-09 6:08,16 days,试一下,meta/pr/2020-07-11/2019-04-09 6:08_咯咯.json
kelvin,上诉中,2018-07-28,2019-04-01,2019-04-02 14:50,247 days,"ep,basic 5k+, ntu master, rejected",meta/pr/2020-07-11/2019-04-02 14:50_kelvin.json
J,通过,2018-10-10,2019-02-26,2019-04-01 9:49,139 days,女，独生女，28岁，NTU MASTER， EP， 3.4K，来新4年，第一次申请，走的老公担保。老公PR三年，正在申请公民，来新十年，28岁，非独子，NTU本科，法国高商MASTER，IT行业，月薪5k。 感恩，四个月通过啦。,meta/pr/2020-07-11/2019-04-01 9:49_J.json
Kelvin,上诉中,2018-07-28,2019-04-01,2019-04-01 3:12,247 days,"NTU master, basic 5K+ ，6个月被拒。",meta/pr/2020-07-11/2019-04-01 3:12_Kelvin.json
Qinqin1989,进行中,2019-01-18,,2019-03-30 10:43,,第一次申请：马来西亚籍WP准证，月薪2200。丈夫PR月薪3000。,meta/pr/2020-07-11/2019-03-30 10:43_Qinqin1989.json
Laura,通过,2018-05-12,2019-3-25,2019-03-28 8:43,,24岁 女 中国人 单身 在新加坡读中学 在新9年 poly 现在工作 文员一年半申请 Spass 薪水2k+ 申请第三次 父母在新工作 在等待 祝好运！,meta/pr/2020-07-11/2019-03-28 8:43_Laura.json
nina,通过,2018-04-19,2019-03-12,2019-03-21 13:15,327 days,"老公主申, 老婆副申, 双方来新7年半, 公立master, IT行业, 家庭年薪190k. 没有孩子。中途一方换工作，重新提交资料, 第一次申请， 历时10个月，通过！",meta/pr/2020-07-11/2019-03-21 13:15_nina.json
Bilyboieieiie,通过,2018-03-28,2019-03-08,2019-03-19 8:21,345 days,"中国couple，申请时 男月薪 6K （本地PhD)，女4.5K (本地MBA）, 均<30岁。等了近一年，幸好是好结果。祝各位好运。",meta/pr/2020-07-11/2019-03-19 8:21_Bilyboieieiie.json
DD,进行中,2018-09-15,,2019-03-18 4:16,,"EP 7000 +DP 1800 + girl in gov school, both 2015 come to SG",meta/pr/2020-07-11/2019-03-18 4:16_DD.json
awenawen2014,进行中,2018-10-15,,2019-03-18 11:03,,Poly毕业，Part-Time NTU本科在读，工作6个月后申请。,meta/pr/2020-07-11/2019-03-18 11:03_awenawen2014.json
Charlotte,进行中,2019-03-16,,2019-03-17 15:22,,27岁，女，NTU博士，工作半年,meta/pr/2020-07-11/2019-03-17 15:22_Charlotte.json
guaguagua,通过,2018-09-11,2019-03-15,2019-03-15 14:10,185 days,来新4年，poly毕业，交了3个月工资单，pending了6个月，今天刚批,meta/pr/2020-07-11/2019-03-15 14:10_guaguagua.json
bigmoom,通过,2019-05-01,2019-03-11,2019-03-12 4:44,-51 days,夫妻一起，男主申，来新5年，本地公立大学PhD. 两人收入和~10k/月,meta/pr/2020-07-11/2019-03-12 4:44_bigmoom.json
EW,通过,2018-04-25,2019-02-25,2019-03-12 1:49,306 days,马来西亚，27岁，单身，就讀本地 diploma，s pass，薪水2.5k，来新8年，第一次申请,meta/pr/2020-07-11/2019-03-12 1:49_EW.json
Mike,失败,2018-08-31,2019-03-08,2019-03-08 11:36,189 days,25岁单身男，国内985本科毕业，NUS master毕业，工作一年首次申请,meta/pr/2020-07-11/2019-03-08 11:36_Mike.json
belledu,通过,2018-04-05,2019-02-21,2019-03-07 8:47,322 days,老公sponsor，pr两年半，SM1，来新17年，NUS本科+ master，月薪4600 。老婆来新2年半，国内本科+ntu master，月薪3000，第一次申请,meta/pr/2020-07-11/2019-03-07 8:47_belledu.json
Success,通过,2018-01-14,2019-03-01,2019-03-06 14:39,411 days,夫妻，15年3月份来新，annual salary in total > 300K. Both holds EP and master degree. 夫主申，香港人,meta/pr/2020-07-11/2019-03-06 14:39_Success.json
wenbin,进行中,2019-01-12,,2019-03-05 6:31,,Olevel+poly毕业 樟宜机场technical officer salary 2.6k,meta/pr/2020-07-11/2019-03-05 6:31_wenbin.json
小米,进行中,2018-10-04,2019-03-01,2019-03-04 8:44,148 days,进行中,meta/pr/2020-07-11/2019-03-04 8:44_小米.json
为什么没有更新了,进行中,2019-03-01,2019-03-01,2019-03-04 8:42,0 days,为什么2019年就没有更新了？,meta/pr/2020-07-11/2019-03-04 8:42_为什么没有更新了.json
nickzylove,进行中,2018-02-06,,2019-02-22 2:31,,2013年来新，NTU PhD。工作20个月，IT行业，月薪7.5k，和老婆女儿一起审，老婆月薪4.5k 。,meta/pr/2020-07-11/2019-02-22 2:31_nickzylove.json
JC,进行中,2018-01-21,,2019-02-21 3:02,,"来新10年+，英国本科+NUS本科，SP, 底薪4.1K, 带老婆孩子一起申请，老婆孩子都在国内。婚前一个人申请被拒了三次，期间被ICA要过补充家庭成员资料，老板也写过推荐信，但都是三四个月就拒了。第一次全家一起申请，1月中旬被要求补交家庭成员资料，下旬被要求补交NUS毕业证书，今天刚好pending13个月整…",meta/pr/2020-07-11/2019-02-21 3:02_JC.json
dddd1509,进行中,2018-10-12,,2019-02-19 5:21,,EP Holder NTU Master 工作4+年 12月结婚 老公新加坡人,meta/pr/2020-07-11/2019-02-19 5:21_dddd1509.json
Fengzi,,2019-01-03,,2019-02-15 9:21,,银行业 收入8K加 老婆pr sponsor,meta/pr/2020-07-11/2019-02-15 9:21_Fengzi.json
CZ,进行中,2018-06-17,,2019-02-11 9:02,,老公SPONSOR ，来新加坡5年半，nus master毕业工作4年半,meta/pr/2020-07-11/2019-02-11 9:02_CZ.json
zhen,进行中,2019-01-26,,2019-02-11 6:37,,来新快十年，希望这次好运。,meta/pr/2020-07-11/2019-02-11 6:37_zhen.json
monica,通过,2018-09-06,2019-01-31,2019-02-08 8:18,147 days,来信4年，本地master EP holder 薪水5K+ 去年跟公民结婚 拿到PR可以辞职了,meta/pr/2020-07-11/2019-02-08 8:18_monica.json
Mike,进行中,2018-08-31,,2019-02-08 18:00,,单身男，中国985本科，NUS硕士，工作快一年的时候首次申请,meta/pr/2020-07-11/2019-02-08 18:00_Mike.json
YT,进行中,2018-04-11,,2019-01-29 3:26,,女生，从小学一直读到POLY，目前工作1年，底薪2200.,meta/pr/2020-07-11/2019-01-29 3:26_YT.json
zui,通过,2018-08-18,2018-11-11,2019-01-25 7:08,85 days,国内211+nus 硕 月收入6k 单身女 来坡6年,meta/pr/2020-07-11/2019-01-25 7:08_zui.json
lun,通过,2017-12-20,2019-01-22,2019-01-25 4:12,398 days,男，中国籍。 2009年6月来新读小一，参加了 PSLE和 O Level 正等待下一阶段的学习,meta/pr/2020-07-11/2019-01-25 4:12_lun.json
Mike,进行中,2018-08-31,,2019-01-22 16:18,,单身男，中国985本科，NUS硕士，来新三年，首次申请,meta/pr/2020-07-11/2019-01-22 16:18_Mike.json
lalala,通过,2017-10-25,2018-09-11,2019-01-16 13:39,321 days,单身，2k++，等待中,meta/pr/2020-07-11/2019-01-16 13:39_lalala.json
PRPR,进行中,2018-08-30,,2019-01-15 10:08,,国内211硕士，来新三年多，律所工作（非律师），未婚，SP升级到EP后申请,meta/pr/2020-07-11/2019-01-15 10:08_PRPR.json
Mike,进行中,2018-08-31,,2019-01-14 9:43,,"单身男，EP Holder, 来新三年，中国985本科，NUS硕士，首次申请",meta/pr/2020-07-11/2019-01-14 9:43_Mike.json
Night,进行中,2018-12-04,,2019-01-14 7:07,,马来西亚人，男，27岁，工程师,meta/pr/2020-07-11/2019-01-14 7:07_Night.json
Chibi,,2018-03-12,,2019-01-10 5:19,,与citizen结婚2年半，无儿女,meta/pr/2020-07-11/2019-01-10 5:19_Chibi.json
krys,失败,2018-06-29,2019-01-07,2019-01-10 2:56,192 days,"sp,单身女，薪水2800，来新加坡7年多，本地读了一个私立大专，目前是幼师，pending6个多月，杯具！",meta/pr/2020-07-11/2019-01-10 2:56_krys.json
chen,,2018-08-22,,2019-01-03 8:30,,单身，中国普通一本，nus研究生，来新三年，研究所工作，AI，月薪3800+，看命了..,meta/pr/2020-07-11/2019-01-03 8:30_chen.json
Bonnie,进行中,2018-12-28,,2018-12-30 12:57,,配偶是新公民 在新工作1年半 Spass 工程師 薪水5K,meta/pr/2020-07-11/2018-12-30 12:57_Bonnie.json
somebody,通过,2017-11-20,2018-08-03,2018-12-27 2:01,256 days,30多岁夫妻+3岁儿子（EP+DP+DP），老公欧美人，公司高管，我是985毕业的普通小白领，两人月薪加起来30k，儿子新加坡出生。,meta/pr/2020-07-11/2018-12-27 2:01_somebody.json
Hello,进行中,2018-02-05,,2018-12-27 1:14,,一家3口，夫妻带小男孩。男主申️，来新7年，国内985本硕，本地大学 part-time博士毕业半年，当时做博后，工资5000多一点；妻拿SP工作，来新5年，工资3K+；小孩17年出生。最近换公司工作，工资9K+，12月10号发邮件更新资料。,meta/pr/2020-07-11/2018-12-27 1:14_Hello.json
BIUBIU,进行中,2018-12-20,,2018-12-26 9:01,,"中国高考之后直接来新加坡读Poly, Republic Polytechnic毕业，工作4个月开始申请，月薪$2500. 我在这上面看了很少有和我一样情况的，这个也应该是很多中国poly留学生想要知道自己可不可以申请PR的吧，试个水，求一次通过",meta/pr/2020-07-11/2018-12-26 9:01_BIUBIU.json
zoe,进行中,2018-09-29,,2018-12-24 2:49,,27岁，女单身，engineer 来新3年+，国内211,meta/pr/2020-07-11/2018-12-24 2:49_zoe.json
Hello,进行中,2018-02-05,,2018-12-21 5:47,,全家申请。本人11年来新，主申，国内985本硕，NTU part-time PhD，先IT公司工作，工资9K（刚毕业时做博后期间申请，申请时5K，最近刚换新工作然后12月初刚更新新的工作单位和工资）。老婆国内985硕，SP工资（4K），13年来新。小男孩这边去年出生。以前PhD在读期间申请过3次都被拒（个人认为工资低是主要原因。pending 10多月了。希望这次能通过。,meta/pr/2020-07-11/2018-12-21 5:47_Hello.json
eric4sale,通过,2018-04-15,2018-12-01,2018-12-21 3:07,230 days,SM1奖学金，JC2因成绩表现被取消奖学金，在淡马锡理工学习IT三年，拿了半年S Pass在私人小公司做全职软件开发，NUS录取后辞职，然后NUS学习CS四年，其中第三年在美国硅谷全职实习一年，17年6月本科毕业，9月拿EP在一家MNC做外包项目，18年四月申请PR，十月底找到新工作，新东家在十一月中旬成功办理新的EP后辞职，12月初收到EP通过的信，当时仍然处于旧公司辞职后的通知期,meta/pr/2020-07-11/2018-12-21 3:07_eric4sale.json
eric,通过,2018-04-15,2018-12-01,2018-12-21 3:06,230 days,SM1奖学金，JC2因成绩表现被取消奖学金，在淡马锡理工学习IT三年，拿了半年S Pass在私人小公司做全职软件开发，NUS录取后辞职，然后NUS学习CS四年，其中第三年在美国硅谷全职实习一年，17年6月本科毕业，9月拿EP在一家MNC做外包项目，18年四月申请PR，十月底找到新工作，新东家在十一月中旬成功办理新的EP后辞职，12月初收到EP通过的信，当时仍然处于旧公司辞职后的通知期,meta/pr/2020-07-11/2018-12-21 3:06_eric.json
Wumo,通过,2017-11-15,2018-12-18,2018-12-18 2:14,398 days,"EP(acca)+SP, 来新7年+。去年11提交（汗），补交过两次材料，所以一直被延后。期间宝宝出生，12月初ICA打电话询问要不要带宝宝一起申请（填表）。补交材料后两个周APPROVED.",meta/pr/2020-07-11/2018-12-18 2:14_Wumo.json
nobody,进行中,2018-05-08,2018-12-17,2018-12-17 11:08,223 days,"filipino, 2 year ep, 9k salary, self-employed, 15employees, IT company, no good education.",meta/pr/2020-07-11/2018-12-17 11:08_nobody.json
PR kuai lai,进行中,2018-02-23,,2018-12-10 7:01,,SM项目来新5年，女生，NUS本科毕业，2月23号申请，9月18号收到ICA的补充父母信息材料。目前已经Pending 快10个月了，每天都希望能赶紧拿到，祈祷祈祷，希望快快通过！,meta/pr/2020-07-11/2018-12-10 7:01_PR kuai lai.json
wuming,通过,2018-05-21,2018-12-10,2018-12-10 3:10,203 days,EP+DP 建筑业，来新10年 ， 申请超过5次，最后APPEAL 成功,meta/pr/2020-07-11/2018-12-10 3:10_wuming.json
Michael,进行中,2018-11-25,,2018-12-08 1:25,,老婆新公民，结婚1年，买房半年，本人S Pass，薪水2.7K+，来新2年半，有中国本科和澳洲本科学士学位，在读NTU part time华语教育专业文凭，祷告，将一切交给神,meta/pr/2020-07-11/2018-12-08 1:25_Michael.json
Wayne Tan,进行中,2018-07-27,,2018-12-03 2:26,,夫妻申请，男方马来西亚籍主申，学历diploma，平面设计师，工作四年多，女方中国籍，学历degree，幼教，工作三年多。薪金夫妻俩总共5K。,meta/pr/2020-07-11/2018-12-03 2:26_Wayne Tan.json
Syncsg,通过,2018-05-09,2018-11-27,2018-12-02 18:25,202 days,來新三年多 香港公立大學畢業 銀行業,meta/pr/2020-07-11/2018-12-02 18:25_Syncsg.json
sy,通过,2018-02-12,2018-11-29,2018-11-30 0:55,290 days,19歲 女 JC2 來新加坡6年 中學AEIS考到政府中學 O-LEVEL考到RI,meta/pr/2020-07-11/2018-11-30 0:55_sy.json
大小鸟,通过,2018-05-02,2018-11-30,2018-11-30 0:55,212 days,来新9年多中学到poly毕业做工加读兼职大学已批,meta/pr/2020-07-11/2018-11-30 0:55_大小鸟.json
lllu,进行中,2018-04-03,2018-11-19,2018-11-19 8:51,230 days,"overseas phd, Chinese, government research job, basic 6.3k, gross 100k per annum. Apply with family, wife EP holder, 60k per year, 1 son 1 daughter.",meta/pr/2020-07-11/2018-11-19 8:51_lllu.json
nicai,失败,2018-05-09,2018-11-10,2018-11-19 3:27,185 days,夫妻双EP，女方主申， 工资均4.5k左右。,meta/pr/2020-07-11/2018-11-19 3:27_nicai.json
Mr Z,通过,2018-07-26,2018-11-13,2018-11-19 2:59,110 days,"LTVP, 本科，来新1年2个月，工作8个月，月薪3000.",meta/pr/2020-07-11/2018-11-19 2:59_Mr Z.json
PopperJ,通过,2018-08-03,2018-11-19,2018-11-19 0:22,108 days,Poly毕业，持SP，兼职NTU本科在读。申请时薪水2300。3个多月通过，感恩,meta/pr/2020-07-11/2018-11-19 0:22_PopperJ.json
小鸟,进行中,2018-05-02,,2018-11-14 2:55,,来新快10年了 中学-poly-做工加兼职大学 pending 6个多月了身边朋友4个月就拿到了希望快点下来吧祈祷,meta/pr/2020-07-11/2018-11-14 2:55_小鸟.json
夏飘团,失败,2018-05-06,2018-11-11,2018-11-11 12:42,189 days,国内985本科，nus硕士，工作两年，工资4000，被拒,meta/pr/2020-07-11/2018-11-11 12:42_夏飘团.json
Yugi,通过,2018-04-06,2018-11-02,2018-11-08 16:10,210 days,"老公（30岁，来新10年，工程师，拿spass半年，主申请，ite和poly, 2.8k),带老婆（wp，spm,1.6k),和儿子（5岁）,都是大马藉，住新山，第一次申请）。附加文件（现在和前公司推荐信，cover letter)",meta/pr/2020-07-11/2018-11-08 16:10_Yugi.json
JJJ,通过,2018-05-25,2018-09-28,2018-11-05 7:34,126 days,POLY 毕业来新6年4个月 通过,meta/pr/2020-07-11/2018-11-05 7:34_JJJ.json
Thong jh,通过,2018-06-05,2018-11-01,2018-11-01 7:56,149 days,马来西亚 女 27岁 来新8年 薪水2.5k 老公担保 先生singaporean 首次申请,meta/pr/2020-07-11/2018-11-01 7:56_Thong jh.json
Darren,通过,2017-12-21,2018-10-27,2018-11-01 15:24,310 days,马来西亚PR老婆sponsor，PR1年，master，，月薪3.8k。老公中国籍，在新工作8年，WP，月薪1.8k，制造业。ROM完一个月就申请。上个星期叫我们补交结婚证书。今天终于approved了，拿到IPA了！祝大家好运！,meta/pr/2020-07-11/2018-11-01 15:24_Darren.json
guigui,进行中,2018-10-02,,2018-11-01 14:48,,"NTU PhD, 在新加坡6年，目前拿EP 薪水5500，工作6个月申请，祈祷祈祷",meta/pr/2020-07-11/2018-11-01 14:48_guigui.json
Laity Chen,进行中,2018-08-10,,2018-10-28 9:22,,来新12年，一直在一个公司上班，2017年10月拿到SP，底薪3400，实际4500+，有老板的举荐信， 今年8月带老婆孩（都在中国，孩子两岁半）一起申请，第一次申请希望可以通过！,meta/pr/2020-07-11/2018-10-28 9:22_Laity Chen.json
dgm,通过,2018-07-04,2018-10-22,2018-10-26 5:04,110 days,来新7年，nus本科毕业，工作半年申请，等待3个半月通过,meta/pr/2020-07-11/2018-10-26 5:04_dgm.json
HYL,进行中,2018-04-25,,2018-10-22 7:29,,"MALAYSIAN,S PASS, SINGLE, FEMALE, HR EXECUTIVE，2 years AT SG,1.9K,FIRST TIME APPLY",meta/pr/2020-07-11/2018-10-22 7:29_HYL.json
Lan lan,进行中,2018年1月3号,2018年10月18号,2018-10-18 14:05,,老公SC 帮我和前夫的女儿一起担保申请，女儿政府学校中二，我拿loc 工作薪水3000，有个小女儿SC，等了快10个月了,meta/pr/2020-07-11/2018-10-18 14:05_Lan lan.json
Qing,通过,2018-02-15,2018-10-08,2018-10-12 5:47,235 days,在新10年， 小5开始，然后中学，poly。工作6个月后申请。 做admin. 等了7个多月，approve 了。,meta/pr/2020-07-11/2018-10-12 5:47_Qing.json
stefan,通过,2017-09-13,2018-07-05,2018-10-11 3:07,295 days,来新2年，it业，首次申请，薪水3k。,meta/pr/2020-07-11/2018-10-11 3:07_stefan.json
YYJJJ,通过,2018-01-05,2018-09-21,2018-10-11 16:03,259 days,6年，AEIS上中二，JC2,meta/pr/2020-07-11/2018-10-11 16:03_YYJJJ.json
Alan,通过,2018-01-25,2018-10-04,2018-10-11 0:10,252 days,"男25岁, 首申，本地公立大学本科会计商科毕业，拿EP半年后申请PR，工资4.6k，18年1月25号申请的，等了8个月了，终于通过。大家good luck！",meta/pr/2020-07-11/2018-10-11 0:10_Alan.json
大鸟,进行中,2018-05-02,,2018-10-10 8:22,,POLY毕业在新加坡生活10年从中学到poly毕业做工，目前边做工边读兼职大学 第一份工工资不高,meta/pr/2020-07-11/2018-10-10 8:22_大鸟.json
fly,通过,2018-05-31,2018-10-08,2018-10-08 3:09,130 days,本地大学毕业 薪资3.3k 工作6个月,meta/pr/2020-07-11/2018-10-08 3:09_fly.json
xuju0006,通过,2018-05-02,2018-10-02,2018-10-05 4:04,153 days,老婆PR sponsor我，我是poly+ntu 半年工资单申请 老婆跟我工资都不高 年龄25-30段,meta/pr/2020-07-11/2018-10-05 4:04_xuju0006.json
